title,key,style,tempo,checked,audio_produced,chords,composers
September In The Rain,E-,,,,,"['Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Ab^7', 'Db7', 'Fm7', 'Bb7', 'Eb6', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Ab^7', 'Db7', 'Fm7', 'Bb7', 'Eb6', 'Eb6', 'Bbm7', 'Eb7', 'Bbm7', 'Eb7', 'Ab^7', 'Ab^7', 'Cm7', 'F7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Ab^7', 'Db7', 'Fm7', 'Bb7', 'Eb6', 'C7', 'Fm7', 'Bb7']","Warren, Harry"
Till There Was You,E-,,,,,"['Eb^7', 'Eo7', 'Fm7', 'Abm7', 'Db7', 'Gm7', 'Gbo7', 'Fm7', 'Bb7', 'Gm7', 'Gb7', 'Fm7', 'Bb7', 'Eb^7', 'Eo7', 'Fm7', 'Abm7', 'Db7', 'Gm7', 'Gbo7', 'Fm7', 'Bb7', 'Eb6', 'Abm6', 'Bbm7', 'Eb7', 'Ab^7', 'Ao7', 'Eb^7', 'C7', 'Fm7', 'F7', 'Fm7', 'Bb7', 'Eb^7', 'Eo7', 'Fm7', 'Abm7', 'Db7', 'Gm7', 'Gbo7', 'Fm7', 'Bb7', 'Eb^7', 'Fm7', 'Bb7']","Wilson, Meredith"
Unit Seven,C,,,,,"['C7', 'C7', 'C7', 'C7', 'F7', 'F7', 'C7', 'A7', 'Ab^7', 'Db^7', 'C^7', 'G7', 'C7', 'C7', 'C7', 'C7', 'F7', 'F7', 'C7', 'A7', 'Ab^7', 'Db^7', 'C^7', 'A7', 'Dm7', 'G7', 'C^7', 'A7', 'Dm7', 'G7', 'E7', 'A7', 'Dm7', 'G7', 'C7', 'C7', 'C7', 'C7', 'F7', 'F7', 'C7', 'A7', 'Ab^7', 'Db^7', 'C^7', 'G7']","Jones, Sam"
Virgo,F,,,,,"['F^7', 'Bbm7', 'Eb7', 'D%7', 'Bb7', 'A^7', 'Am7', 'Fm7', 'Bb7', 'E%7', 'Eb7', 'D^7', 'Dm7', 'Cm7', 'F7', 'Eb7', 'D7', 'Gm7', 'Ab7', 'Db^7', 'Dm7', 'G7', 'Gm7', 'C#m7', 'F#7', 'F^7', 'Bbm7', 'Eb7', 'D%7', 'Bb7', 'A^7', 'Am7', 'Fm7', 'Bb7', 'E%7', 'Eb7', 'Dm7', 'Db7', 'Cm7', 'F7', 'Bb^7', 'E7', 'A7', 'Dm7', 'Gm7', 'C7']","Shorter, Wayne"
What Are You Doing New Years,F,,,,,"['F^7', 'Eb7', 'F7', 'Bb^7', 'Bbm6', 'F^7', 'Dm7', 'G7', 'C7', 'F6', 'Csus', 'F^7', 'Eb7', 'F7', 'Bb^7', 'Bbm6', 'F^7', 'Dm7', 'G7', 'C7', 'F6', 'Am7', 'Am7', 'F#%7', 'Fm6', 'Am7', 'Am7', 'F7', 'E7', 'Am7', 'Am7', 'F#%7', 'D7', 'G7', 'C7', 'F^7', 'Eb7', 'F7', 'Bb^7', 'Bbm6', 'F^7', 'Dm7', 'G7', 'C7', 'F6', 'Csus']","Loesser, Frank"
When It's Sleepy Time Down South,E-,,,,,"['Ab^7', 'Abm^7', 'Eb^', 'F7', 'Bb7', 'Bb7', 'G7', 'Ab^', 'Abm', 'Eb^', 'Eb7', 'Ab^7', 'Abm^7', 'Eb^', 'F7', 'Bb7', 'Bb7', 'G7', 'Ab^', 'Abm', 'Eb^', 'D7', 'G^', 'G6', 'Do7', 'Am7', 'D7', 'G^', 'D7', 'G^', 'G6', 'Do7', 'Am7', 'D7', 'G^', 'Bb7', 'Ab^7', 'Abm^7', 'Eb^', 'F7', 'Bb7', 'Bb7', 'G7', 'Ab^', 'Abm', 'Eb^']","Muse, Clarence & René, Leon & René, Otis"
All Through The Day,F,,,,,"['F^7', 'Gm7', 'C7', 'F^7', 'Gm7', 'C7', 'F^7', 'Dm', 'G7', 'Gm', 'C7', 'F^7', 'Gm7', 'C7', 'F^7', 'Gm7', 'C7', 'F^7', 'Dm7', 'Gm7', 'C7', 'F6', 'F6', 'Gm7', 'C7', 'Gm7', 'C7', 'C7', 'Gm7', 'Dm7', 'G7', 'Gm7', 'C7', 'C7', 'Ab^7', 'Bbm7', 'Eb7', 'Ab^7', 'Ab^7', 'Gm7', 'C7', 'F^7', 'Dm7', 'Gm7', 'C7', 'F6', 'F6']","Kern, Jerome & Hammerstein, Oscar"
Am I Blue?,F,,,,,"['F^7', 'Am7', 'D7', 'Gm7', 'C7', 'F7', 'D7', 'G7', 'C7', 'F6', 'D7', 'Gm7', 'C7', 'F^7', 'Am7', 'D7', 'Gm7', 'C7', 'F7', 'D7', 'G7', 'C7', 'F6', 'F6', 'E7', 'Am7', 'Am7', 'B%7', 'E7', 'B%7', 'E7', 'Am7', 'D7', 'Gm7', 'C7', 'F^7', 'Am7', 'D7', 'Gm7', 'C7', 'F7', 'D7', 'G7', 'C7', 'F6', 'Gm7', 'C7']","Akst, Harry"
Best Is Yet To Come 2,A-,,,,,"['Fm', 'Db7', 'Fm6', 'Db7', 'Fm', 'Db7', 'Fm6', 'Eb7', 'Ab7', 'D7', 'Db7', 'Eb7', 'Ab7', 'G7', 'C7', 'Fm6', 'Db7', 'Fm6', 'Db7', 'Fm6', 'Bbsus', 'Bb7', 'Ebm7', 'Fm7', 'Gb6', 'Ab7', 'Db6', 'Ebm7', 'Eo7', 'Db6', 'Ebm7', 'Fm7', 'Gb6', 'Ab7', 'Db6', 'E7', 'A^7', 'A7', 'A6', 'A+', 'A^', 'F#7', 'F#7', 'B7', 'E7', 'A6', 'A6']","Coleman, Cy"
Copenhagen,B-,,,,,"['Eb^7', 'Ebm6', 'Bb^7', 'G7', 'C7', 'F7', 'Bb^', 'Bb^', 'Bb7', 'Eb^7', 'Ebm6', 'Bb^7', 'G7', 'C7', 'F7', 'Bb^', 'Bb^', 'F7', 'Bb^', 'Cm', 'Dm', 'Bb^', 'Gb^', 'Bb^', 'F7', 'Bb^', 'Bb^', 'F7', 'Bb^', 'Cm', 'Dm', 'Bb^', 'Gb^', 'Bb^', 'F7', 'Bb^', 'Bb^', 'Bb7', 'Eb^7', 'Ebm6', 'Bb^7', 'G7', 'C7', 'F7', 'Bb^', 'Bb^', 'Bb7']","Davis, Charlie & Melrose, Walter"
Don't Misunderstand,F,,,,,"['F^7', 'Esus', 'E7', 'Eb^7', 'Dsus', 'D7', 'G7', 'C7', 'Am7', 'D7', 'G7', 'C7', 'F^7', 'Esus', 'E7', 'Eb^7', 'Dsus', 'D7', 'G7', 'C7', 'F6', 'Bb7', 'F6', 'A%7', 'D7', 'Gm', 'E%7', 'A7', 'Dm', 'Dm', 'B%7', 'Bb7', 'Am7', 'Abo7', 'Gm7', 'C7', 'F^7', 'Esus', 'E7', 'Eb^7', 'Dsus', 'D7', 'G7', 'C7', 'F6', 'Gm7', 'C7']","Parks, Gordon"
Early Autumn,C,,,,,"['C^7', 'B7', 'Bb^7', 'A7', 'Ab^7', 'G7', 'C^7', 'A7', 'Dm7', 'G7', 'C^7', 'B7', 'Bb^7', 'A7', 'Ab^7', 'G7', 'C6', 'C6', 'Dm7', 'G7', 'C^7', 'Ebo7', 'Dm7', 'G7', 'C^7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'D^', 'Db7', 'C7', 'B7', 'Bb7', 'A^', 'Ab7', 'G7', 'C^7', 'B7', 'Bb^7', 'A7', 'Ab^7', 'G7', 'C6', 'Am7', 'Dm7', 'G7']","Burns, Ralph & Herman, Woody"
Eronel,G,,,,,"['G^7', 'G^7', 'Bm7', 'E7', 'Bbm^7', 'Eb7', 'Am7', 'Cm7', 'F7', 'Am7', 'Ab7', 'G6', 'Ab6', 'G^7', 'G^7', 'Bm7', 'E7', 'Bbm^7', 'Eb7', 'Am7', 'Cm7', 'F7', 'Am7', 'Ab7', 'G^7', 'Dm7', 'G7', 'C7', 'C7', 'Cm7', 'F7', 'Bm7', 'Bb7', 'Eb^7', 'Ab7', 'G^7', 'G^7', 'Bm7', 'E7', 'Bbm^7', 'Eb7', 'Am7', 'Cm7', 'F7', 'Am7', 'Ab7', 'G^7']","Monk, Thelonious"
For All We Know,E-,,,,,"['Eb6', 'F7', 'Fm7', 'Fm7', 'Bb7', 'Eb^7', 'Ab^7', 'G%7', 'C7', 'Fm7', 'Abm7', 'Db7', 'Eb^7', 'Gbo7', 'Fm7', 'Bb7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb6', 'F7', 'Fm7', 'Fm7', 'Bb7', 'Eb^7', 'Ab^7', 'G%7', 'C7', 'Fm7', 'Abm7', 'Db7', 'Eb^7', 'Am7', 'D7', 'G7', 'Db7', 'Csus', 'C7', 'Fm7', 'B7', 'Bbsus', 'Bb7', 'Eb6', 'Cm7', 'Fm7', 'Bb7']","Coots, Fred"
Frenesi,A-,,,,,"['Bbm7', 'Eb7', 'Bbm7', 'Eb7', 'Bbm7', 'Eb7', 'Bbm7', 'Eb7', 'Ab^7', 'Bbm7', 'Eb7', 'Ab^7', 'Ab^7', 'Bbm7', 'Eb7', 'Bbm7', 'Eb7', 'Bbm7', 'Eb7', 'Bbm7', 'Eb7', 'Ab^7', 'Bbm7', 'Eb7', 'Ab^7', 'Ab^7', 'C^7', 'Db7', 'C^7', 'C^7', 'C^7', 'Bbm7', 'Eb7', 'Eb7', 'Bbm7', 'Eb7', 'Bbm7', 'Eb7', 'Bbm7', 'Eb7', 'Bbm7', 'Eb7', 'Ab^7', 'Bbm7', 'Eb7', 'Ab^7', 'Ab^7']","Dominguez, Alberto"
Jordu,c,,,,,"['D7', 'G7', 'Cm6', 'F7', 'Bb7', 'Eb^7', 'D7', 'G7', 'Cm6', 'Ab7', 'Ab7', 'D7', 'G7', 'Cm6', 'F7', 'Bb7', 'Eb^7', 'D7', 'G7', 'Cm6', 'Ab7', 'Ab7', 'G7', 'C7', 'F7', 'Bb7', 'Eb7', 'Ab7', 'Db^7', 'F7', 'Bb7', 'Eb7', 'Ab7', 'Db7', 'Gb7', 'B^7', 'D7', 'G7', 'Cm6', 'F7', 'Bb7', 'Eb^7', 'D7', 'G7', 'Cm6', 'Ab7', 'Ab7']","Jordan, Duke"
Laurie,B-,,,,,"['Bb^7', 'Esus', 'E7', 'Am7', 'Am7', 'D7', 'G%7', 'C7', 'Cm7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Ebm7', 'Ab7', 'D%7', 'Dbsus', 'Db7', 'Csus', 'C7', 'B7', 'Bb^7', 'Esus', 'E7', 'Am7', 'Am7', 'D7', 'G%7', 'C7', 'Cm7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Ebm7', 'Ab7', 'Gm7', 'Am7', 'Bm7', 'C#m7', 'C%7', 'F7', 'Bbsus', 'Absus', 'Gbsus', 'Fsus', 'F7']","Evans, Bill"
Make Someone Happy,E-,,,,,"['Eb6', 'Eb^', 'Eb+', 'Eb6', 'Bbm7', 'Eb7', 'Bbm7', 'Eb7', 'Ab^', 'Ab+', 'Ab6', 'Abm7', 'Db7', 'Eb^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Eb^', 'Eb+', 'Eb6', 'Bbm7', 'Eb7', 'Bbm7', 'Eb7', 'Ab^', 'Ab+', 'Ab6', 'Abm7', 'Db7', 'Eb^7', 'A%7', 'D7', 'Gm', 'Gm^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Fm7', 'Bb7']","Styne, Jule"
Monk's Dream,C,,,,,"['C^7', 'F7', 'Bb7', 'C^7', 'F7', 'Bb7', 'C^7', 'F7', 'Bm7', 'Bb7', 'A7', 'Ab7', 'G7', 'C^7', 'F7', 'Bb7', 'C^7', 'F7', 'Bb7', 'C^7', 'F7', 'Bm7', 'Bb7', 'A7', 'Ab7', 'G7', 'C7', 'C7', 'C7', 'C7', 'C7', 'C7', 'C7', 'C7', 'C^7', 'F7', 'Bb7', 'C^7', 'F7', 'Bb7', 'C^7', 'F7', 'Bm7', 'Bb7', 'A7', 'Ab7', 'G7']","Monk, Thelonious"
"More I See You, The",E-,,,,,"['Eb6', 'Fm7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Fm7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Ebm7', 'C#m7', 'F#7', 'B^7', 'F%7', 'Bb7', 'Ebm7', 'F7', 'Fm7', 'Bbsus', 'Eb6', 'Fm7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Fm7', 'Gm7', 'Bb7', 'Bbm7', 'Eb7', 'Ab^7', 'Abm7', 'Db7', 'Eb^7', 'Gm7', 'C7', 'F7', 'Eb^7', 'Fm7', 'Bb7', 'Eb6', 'Fm7', 'Bb7']","Warren, Harry"
"Party's Over, The",E-,,,,,"['Eb^7', 'Cm7', 'Fm7', 'Bb7', 'Fm7', 'Bb7', 'Fm7', 'Bb7', 'Eb^7', 'Ab^7', 'Gm7', 'C7', 'Fm7', 'Abm6', 'Db7', 'Eb^7', 'Eb6', 'Dm7', 'G7', 'C7', 'F7', 'Bb7', 'Eb^7', 'Cm7', 'Fm7', 'Bb7', 'Fm7', 'Bb7', 'Fm7', 'Bb7', 'Eb^7', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Bb7', 'G%7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Cm7', 'Fm7', 'Bb7', 'Eb6', 'Fm7', 'Bb7']","Styne, Jule"
"Peacocks, The",b-,,,,,"['Bbm7', 'Bbm7', 'Bbm7', 'F#m7', 'Fm7', 'Bb7', 'Ebm7', 'Ebm7', 'C%7', 'F7', 'Bbm', 'F7', 'Bbm7', 'Bbm7', 'Bbm7', 'F#m7', 'Fm7', 'Bb7', 'Ebm7', 'Ebm7', 'C%7', 'F7', 'Bbm', 'C%7', 'F7', 'Bbm', 'C%7', 'F7', 'Bbm', 'Eb%7', 'Ab7', 'Dbm^7', 'Eb7', 'C%7', 'F7', 'Bbm7', 'Bbm7', 'Bbm7', 'F#m7', 'Fm7', 'Bb7', 'Ebm7', 'Ebm7', 'C%7', 'F7', 'Bbm', 'F7']","Rowles, Jimmy"
Penthouse Serenade,F,,,,,"['F^7', 'Fo7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'F^7', 'Fo7', 'Gm7', 'C7', 'F^7', 'Fo7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'F^7', 'Bb7', 'F^7', 'Gm7', 'F#o7', 'Gm7', 'C7', 'F^7', 'A7', 'Dm7', 'G7', 'Dm7', 'G7', 'C7', 'Gm7', 'C7', 'F^7', 'Fo7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'F^7', 'Eb7', 'F^7']","Jason, Will & Burton, Val"
"Pretty Girl Is Like A Melody, A",G,,,,,"['A7', 'Bb7', 'A7', 'Am', 'D7', 'F#^', 'G^', 'F#^', 'G^', 'G^7', 'G^7', 'Dm7', 'G7', 'C6', 'F7', 'G^7', 'A7', 'A7', 'D7', 'D7', 'C7', 'B7', 'Bb7', 'A7', 'Bb7', 'A7', 'Am', 'D7', 'F#^', 'G^', 'Dm7', 'G7', 'C^7', 'E7', 'Am7', 'C#m7', 'F#7', 'B7', 'Bm7', 'E7', 'Am7', 'Am7', 'Eb7', 'D7', 'G6', 'Am7', 'D7']","Berlin, Irving"
September Song,B-,,,,,"['Eb7', 'Eb7', 'Bb^7', 'Cm7', 'Dm7', 'Gm7', 'Csus', 'C7', 'Fsus', 'F7', 'Bb^7', 'Fsus', 'Bb^7', 'Eb7', 'Eb7', 'Bb^7', 'Cm7', 'Dm7', 'Gm7', 'Csus', 'C7', 'Fsus', 'F7', 'Bb^7', 'Fsus', 'Bb^7', 'Ebm6', 'Ebm6', 'Eo7', 'Eo7', 'Ebm6', 'Ebm6', 'Eo7', 'Bb^7', 'Eb7', 'Eb7', 'Bb^7', 'Cm7', 'Dm7', 'Gm7', 'Csus', 'C7', 'Fsus', 'F7', 'Bb^7', 'Fsus', 'Bb^7']","Weill, Kurt"
Somebody Loves Me,F,,,,,"['F^7', 'Gm7', 'C7', 'F^7', 'Bb7', 'F^7', 'Db7', 'Csus', 'F6', 'Gm7', 'C7', 'F^7', 'Gm7', 'C7', 'F^7', 'B%7', 'E7', 'Am7', 'F7', 'Esus', 'Am7', 'D7', 'Gm', 'Gm^7', 'Gm7', 'Gm6', 'Gm7', 'E%7', 'A7', 'Dm7', 'G7', 'Dm7', 'G7', 'Gm7', 'C7', 'F^7', 'Gm7', 'C7', 'F^7', 'Bb7', 'Am7', 'D7', 'Gm7', 'C7', 'F6', 'Gm7', 'C7']","Gershwin, George"
Soon,E-,,,,,"['Eb^7', 'Eb^7', 'G%7', 'C7', 'C7', 'Fm7', 'Fm7', 'F%7', 'F%7', 'Bb7', 'Bb7', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'G%7', 'C7', 'Fm7', 'A%7', 'D7', 'Gm7', 'Cm7', 'Fm7', 'Bb7', 'Eb^7', 'Eb^7', 'G%7', 'C7', 'C7', 'Fm7', 'Fm7', 'F%7', 'F%7', 'Bb7', 'Bb7', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Db7', 'Gm7', 'Cm7', 'Fm7', 'Bb7', 'Eb6', 'Fm7', 'Bb7']","Gershwin, George"
Tonight You Belong To Me,C,,,,,"['C^7', 'Em7', 'F^7', 'C^7', 'A7', 'Dm7', 'Fm6', 'C^7', 'Am7', 'D7', 'G7', 'C^7', 'Em7', 'F^7', 'C^7', 'A7', 'Dm7', 'Fm6', 'C^7', 'Am7', 'D7', 'G7', 'C^7', 'C7', 'Gm7', 'C7', 'Bb^7', 'F^7', 'F^7', 'D7', 'Am7', 'D7', 'G7', 'G7', 'C^7', 'Em7', 'F^7', 'C^7', 'A7', 'Dm7', 'Fm6', 'C^7', 'Am7', 'D7', 'G7', 'C^7', 'G7']","David, Lee"
Training,A-,,,,,"['Dm7', 'G7', 'Cm7', 'C#m7', 'F#7', 'B^7', 'Bbm7', 'Eb7', 'Ab^7', 'Bbm7', 'Eb7', 'Ab^7', 'Dm7', 'G7', 'Cm7', 'C#m7', 'F#7', 'B^7', 'Bbm7', 'Eb7', 'Ab^7', 'G%7', 'C7', 'Fm7', 'Bm7', 'E7', 'G%7', 'C7', 'Fm7', 'Em7', 'Eb7', 'D7', 'F#m7', 'Em7', 'Ab^7', 'Dm7', 'G7', 'Cm7', 'C#m7', 'F#7', 'B^7', 'Bbm7', 'Eb7', 'Ab^7', 'Bbm7', 'Eb7', 'Ab^7']","Petrucciani, Michel"
Try A Little Tenderness,E-,,,,,"['Eb^7', 'Cm7', 'Fm7', 'Bb7', 'Eb6', 'G%7', 'C7', 'F7', 'Bb7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Cm7', 'Fm7', 'Bb7', 'Eb6', 'G%7', 'C7', 'F7', 'Bb7', 'Eb6', 'Bbm7', 'Eb7', 'Ab^7', 'D%7', 'G7', 'Cm7', 'F7', 'Fm7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Cm7', 'Fm7', 'Bb7', 'Eb6', 'G%7', 'C7', 'F7', 'Bb7', 'Eb6', 'Fm7', 'Bb7']","Woods, Harry"
Young And Foolish,C,,,,,"['C^7', 'Am7', 'Dm7', 'G7', 'C^7', 'Gm7', 'C7', 'F^7', 'E%7', 'A7', 'Dm7', 'Dm7', 'D#o7', 'C^7', 'E7', 'Am7', 'E7', 'Am7', 'Am7', 'D7', 'Dm7', 'G7', 'C^7', 'Am7', 'Dm7', 'G7', 'C^7', 'Gm7', 'C7', 'F^7', 'E%7', 'A7', 'Dm7', 'Dm7', 'D#o7', 'C^7', 'E7', 'Am7', 'D7', 'D#o7', 'C^7', 'A7', 'Dm7', 'G7', 'C6', 'Dm7', 'G7']","Hague, Albert"
You've Changed,E-,,,,,"['Eb^7', 'A%7', 'D7', 'G%7', 'C7', 'C7', 'F7', 'B7', 'Bb7', 'Eb6', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'A%7', 'D7', 'G%7', 'C7', 'C7', 'F7', 'B7', 'Bb7', 'Bbm7', 'Eb7', 'Ab^7', 'Abm6', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Abm6', 'Eb^7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'A%7', 'D7', 'G%7', 'C7', 'C7', 'F7', 'B7', 'Bb7', 'Eb^7', 'Fm7', 'Bb7']","Fisher, Carl"
Ain't She Sweet,E-,,,,,"['Eb6', 'A7', 'Bb7', 'Eb6', 'A7', 'Bb7', 'Eb6', 'G7', 'C7', 'F7', 'Bb7', 'Eb6', 'Bb7', 'Eb6', 'A7', 'Bb7', 'Eb6', 'A7', 'Bb7', 'Eb6', 'G7', 'C7', 'F7', 'Bb7', 'Eb7', 'Ab7', 'Ab7', 'Eb6', 'Eb7', 'Ab7', 'Ab7', 'Eb6', 'Fm7', 'Bb7', 'Eb6', 'A7', 'Bb7', 'Eb6', 'A7', 'Bb7', 'Eb^', 'G7', 'C7', 'F7', 'Bb7', 'Eb^', 'Ab7', 'Eb^']","Ager, Milton"
Bolivia,D,,,,,"['G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'Eb^7', 'Eb^7', 'A7', 'D^7', 'Ab7', 'G^7', 'F#7', 'Bm7', 'C^7', 'Bm7', 'Bm7', 'G#%7', 'Gm7', 'C7', 'F^7', 'B7', 'Bb^7', 'A7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7']","Walton, Cedar"
By Myself,F,,,,,"['E%7', 'E%7', 'A7', 'A7', 'E%7', 'E%7', 'A7', 'A7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Gm7', 'C7', 'F^7', 'F^7', 'E%7', 'E%7', 'A7', 'A7', 'E%7', 'E%7', 'A7', 'A7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Gm7', 'C7', 'F^7', 'F^7', 'B%7', 'B%7', 'E7', 'E7', 'A%7', 'A%7', 'D7', 'D7', 'Gm7', 'C7', 'Am7', 'Dm7', 'Gm7', 'C7', 'F6', 'F6']","Schwartz, Arthur"
Confirmation,F,,,,,"['F^7', 'E%7', 'A7', 'Dm7', 'G7', 'Cm7', 'F7', 'Bb7', 'Am7', 'D7', 'G7', 'C7', 'F^7', 'E%7', 'A7', 'Dm7', 'G7', 'Cm7', 'F7', 'Bb7', 'Am7', 'D7', 'Gm7', 'C7', 'F^7', 'Cm7', 'F7', 'Bb^7', 'Bb^7', 'Ebm7', 'Ab7', 'Db^7', 'Gm7', 'C7', 'F^7', 'E%7', 'A7', 'Dm7', 'G7', 'Cm7', 'F7', 'Bb7', 'Am7', 'D7', 'Gm7', 'C7', 'F^7', 'C7']","Parker, Charlie"
Continuum,E,,,,,"['E^7', 'E^7', 'E^7', 'E^7', 'E^7', 'A^7', 'A^7', 'E^7', 'E^7', 'E^7', 'E^7', 'E^7', 'E^7', 'Bbm7', 'Am7', 'Eo7', 'E^7', 'E^7', 'Ebsus', 'Dsus', 'E^7', 'Bm7', 'Am7', 'E^7', 'E^7', 'E^7', 'E^7', 'E^7', 'E^7', 'A^7', 'A^7', 'E^7', 'E^7', 'E^7', 'E^7', 'E^7', 'E^7', 'Bbm7', 'Am7', 'Eo7', 'E^7', 'E^7', 'Ebsus', 'Dsus', 'E^7', 'Bm7', 'Am7', 'E^7']","Pastorius, Jaco"
Dinah,G,,,,,"['G^7', 'Em7', 'Am7', 'D7', 'G^7', 'C^7', 'G^', 'Em7', 'Am7', 'D7', 'G6', 'Bbo7', 'Am7', 'D7', 'G^7', 'Em7', 'Am7', 'D7', 'G^7', 'C^7', 'G^', 'Em7', 'Am7', 'D7', 'G6', 'F#%7', 'B7', 'Em', 'Em', 'Em', 'A7', 'Em7', 'A7', 'Am7', 'D7', 'G^7', 'Em7', 'Am7', 'D7', 'G^7', 'C^7', 'G^', 'Em7', 'Am7', 'D7', 'G6', 'Am7', 'D7']","Akst, Harry"
Dindi,E-,,,,,"['Eb^7', 'Db^7', 'Eb^7', 'Db^7', 'C^7', 'Am', 'Dm', 'G7', 'Eb^7', 'Db^7', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Abm^7', 'Eb6', 'Bbm7', 'Eb^7', 'Db^7', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Abm^7', 'Eb6', 'A%7', 'D7', 'Gm', 'Ebm6', 'Gm', 'Ebm6', 'Gm7', 'C7', 'Fm', 'C#m6', 'Fm', 'C#m6', 'Fm7', 'Bb7', 'Eb^7', 'Db^7', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Abm^7', 'Eb6', 'Db7']","Jobim, Antonio Carlos"
Do Nothing Til You Hear From Me,B-,,,,,"['Bb^7', 'Fm7', 'Bb7', 'Eb^7', 'Ebm7', 'Ab7', 'Bb^7', 'G7', 'C7', 'F7', 'Bb^7', 'Cm7', 'F7', 'Bb^7', 'Fm7', 'Bb7', 'Eb^7', 'Ebm7', 'Ab7', 'Bb^7', 'G7', 'C7', 'F7', 'Bb6', 'Abm7', 'Db7', 'Gb^7', 'Gb^7', 'Gb^7', 'Gb7', 'Bb^7', 'Dm7', 'G7', 'C7', 'F7', 'Bb^7', 'Fm7', 'Bb7', 'Eb^7', 'Ebm7', 'Ab7', 'Bb^7', 'G7', 'C7', 'F7', 'Bb6', 'Cm7', 'F7']","Ellington, Duke"
Don't Get Around Much Anymore,C,,,,,"['C^7', 'Dm7', 'Ebo7', 'Em7', 'C^7', 'B7', 'Bb7', 'A7', 'Dm7', 'G7', 'C6', 'G7', 'C^7', 'Dm7', 'Ebo7', 'Em7', 'C^7', 'B7', 'Bb7', 'A7', 'Dm7', 'G7', 'C6', 'Gm7', 'C7', 'F^7', 'Bb7', 'C^7', 'C7', 'F^7', 'F#%7', 'B7', 'Em7', 'Ebo7', 'Dm7', 'G7', 'C^7', 'Dm7', 'Ebo7', 'Em7', 'C^7', 'B7', 'Bb7', 'A7', 'Dm7', 'G7', 'C6', 'G7']","Ellington, Duke"
Elora,B-,,,,,"['Cm7', 'F7', 'Bb^7', 'Eb^7', 'Dm7', 'Db7', 'Cm7', 'G7', 'Cm7', 'F7', 'Bb^7', 'D%7', 'Db7', 'Cm7', 'F7', 'Bb^7', 'Eb^7', 'Dm7', 'Db7', 'Cm7', 'G7', 'Cm7', 'F7', 'Bb^7', 'Fm7', 'Bb7', 'Eb^7', 'Ebm7', 'Bb^7', 'A%7', 'D7', 'Gm7', 'C7', 'Cm7', 'F7', 'Cm7', 'F7', 'Bb^7', 'Eb^7', 'Dm7', 'Db7', 'Cm7', 'G7', 'Cm7', 'F7', 'Bb^7', 'D%7', 'Db7']","Johnson, J.J."
